,index,Image_id,Hate_label,FB_text,google_raw_text,label_list,object_list,Semi_cleaned_text,Sarcasm_label,Category
3695,6014,16458.png,0,hear us loud and clear we will step over every homeless american to give illegal aliens everything,"hear us loud and clear
1.S.
we will step over every homeless
american to give illegal aliens everything
HA
RE
","['Photo caption', 'Internet meme', 'Event', 'Media', 'Photography', 'News', 'Conversation', 'Newscaster', 'Speech', 'Job']","['Tie', 'Person', 'Person', 'Glasses', 'Person', 'Dress', 'Outerwear']",hear u loud and clear s we will step over every homeless american to give illegal alien everything hare,0,4
3696,6016,72801.png,0,"i will find you and.. and what.. my apologies, i have dialed the wrong number","i will find you and.
and what..
dialedthegies, i have
wrong number
my
","['Photo caption', 'Internet meme', 'Font', 'Adaptation', 'Media', 'Photography']","['Person', 'Person', 'Person', 'Packaged goods', 'Person', 'Clothing', 'Packaged goods']",i will find you and and what dial ed the gie s i have wrong number my,1,5
3697,6018,72901.png,0,don't ever lie to me if you tell me the truth no matter how fucked up it is i'll respect you more,"don'tever lie to me
Madam
Tussauc
Tusso
HOLI
文
HOLLYWOO
Mad
dam
saud
LLYWOO
dam
if you tell me the
truth no matter howu
fucked up it is
i'll respect you more
","['Poster', 'Font', 'Photography', 'Talent show', 'Photo caption', 'Advertising']","['Person', 'Hat']",do n t ever lie to me if you tell me the truth no matter how u fucked up it is i will respect you more,0,5
3698,6019,10574.png,0,"last year tyrone got a new job, started building his credit, and spending more time with his kids then something amazing started to happen!","last year tyrone got a new job,
started building his credit,
and spending more time with his kids then
something amazing started to happen!
","['Poster', 'Photo caption', 'Album cover', 'Font', 'Photography', 'Gesture', 'Happy', 'Smile']","['Person', 'Top', 'Bowtie']",last year tyrone got a new job started building his credit and spending more time with his kid then something amazing started to happen,0,5
3699,6021,17842.png,0,"the same laws that you support to silence people you disagree with can be used to silence you, dumbass","the same laws that you support
to silence people you disagree with
can be used to silence you, dumbass
","['Face', 'Forehead', 'Chin', 'Nose', 'Head', 'Facial hair', 'Photo caption', 'Neck', 'Jaw', 'Beard']","['Person', 'Person', 'Glasses', 'Glasses']",the same law that you support to silence people you disagree with can be used to silence you dumb a,1,5
3700,6022,43812.png,1,they bow to a black woman while blacks praise... well ...you know who,"they bow to a black woman
while blacks praise. well
..you know who
","['Property', 'Room', 'Interior design', 'Furniture', 'Building', 'Parish', 'Chapel', 'Place of worship', 'Church', 'Font']",['Lighting'],they bow to a black woman while black praise well you know who,1,3
3701,6023,08175.png,0,i'm not saying you are a slut but you go out with everyone,"i'm not saying you are a slut
but you'go out with everyone
","['Photography', 'Font', 'Photo caption', 'Album cover', 'Suit']","['Person', 'Suit', 'Tie', 'Glasses']",i am not saying you are a slut but you go out with everyone,1,1
3702,6024,78539.png,0,after sex selfies,"after sex selfies
","['People', 'Photograph', 'Fun', 'Facial expression', 'Friendship', 'Smile', 'Happy', 'Vacation', 'Photography', 'Beach']","['Person', 'Shirt', 'Top', 'Top']",after sex self y,1,5
3703,6025,36481.png,1,i'm dreaming of a white christmas,"i'm dreaming of
業
a white christmas
952
","['Kinomichi', 'Text', 'Daitō-ryū aiki-jūjutsu', 'Tang soo do', 'Team', 'Font', 'Aikido', 'Karate', 'Taekwondo', 'Photo caption']","['Person', 'Person', 'Person']",i am dreaming of a white christmas,1,5
3704,6027,73816.png,0,"if you think we need protection from these people... but not these people, you're a special kind of stupid","if you think we need protection
from these people.
but not these people,
you're a special kind of stupid.
","['Soldier', 'Military camouflage', 'Military', 'Army', 'Military uniform', 'Infantry', 'Military person', 'Uniform', 'Pattern', 'Design']","['Person', 'Pants', 'Person', 'Pants', 'Person', 'Outerwear', 'Person', 'Person', 'Hat', 'Outerwear']",if you think we need protection from these people but not these people you are a special kind of stupid,1,3
3705,6028,14625.png,1,ernie educates bert about why the japanese deservee a third nuclear bombing,"ernie educates bert about why
the japanese deservee a third nuclear bombing.
GAN
","['Businessperson', 'Font', 'Photo caption', 'White-collar worker', 'Official', 'Brand', 'Spokesperson']","['Tie', 'Person', 'Suit']",ernie educates bert about why the japanese deserve e a third nuclear bombing gan,1,4
3706,6030,34591.png,0,"isaak, grandmaster of spectre burning some flatties on a tuesday","isaak, grandmaster of spectre burning
some flatties on a tuesday
","['Costume', 'Supervillain', 'Fiction', 'Fictional character', 'Cosplay', 'Comics', 'Action figure']","['Hat', 'Person', 'Lighting']",is aak grandmaster of spectre burning some flat tie on a tuesday,1,5
3707,6031,18397.png,1,this is why black people can't advance: ni**ers are holding us back,"this is why black people
can't advance:
**,
ni ers are
holding us back
","['Font', 'Photo caption', 'Photography', 'Internet meme', 'Fictional character']","['Person', 'Person', 'Coat', 'Glasses', 'Jacket']",this is why black people can not advance ni er are holding u back,0,3
3708,6032,09738.png,0,i know you are wearing extensions,"i know you are wearing
extensions
","['Leg', 'Fun', 'Joint', 'Footwear', 'Photography', 'Photo caption', 'Thigh', 'Sitting', 'Leisure', 'Human leg']","['Person', 'Footwear', 'Shorts', 'Shoe', 'Top', 'Person']",i know you are wearing extension,1,1
3709,6033,34629.png,0,morgan freeman played god in bruce almighty,"morgan freeman
d.
played god in
""bruce almighty
","['Internet meme', 'Photo caption', 'Media', 'Photography', 'Fictional character', 'Movie']","['Tie', 'Person']",morgan freeman d played god in bruce almighty,1,2
3710,6034,85327.png,1,"either we fuckin, or i'm fuckin","either we fuckin,
or i'm fuckin
","['Text', 'Alcohol', 'Hand', 'Photo caption', 'Drink', 'Font', 'Finger', 'Friendship', 'Human', 'Photography']","['Tableware', 'Drink', 'Person']",either we fuck in or i am fuck in,1,5
3711,6037,69205.png,1,goatfuckers,"goatfuckers
","['Yellow', 'Job', 'Room']","['Person', 'Person', 'Person', 'Person', 'Computer monitor', 'Hat', 'Hat', 'Luggage & bags', 'Table']",goat fucker,0,5
3712,6042,07239.png,0,a head diaper is required when you have shit for brains,"a head diaper
is required
when you have
shit for brains
","['Eyewear', 'Glasses', 'Photo caption', 'Poster', 'Font', 'Internet meme', 'Photography', 'Vision care', 'Jaw', 'Advertising']","['Tie', 'Glasses', 'Person', 'Shirt']",a head diaper is required when you have shit for brain,1,5
3713,6044,09623.png,0,all my guns now self identify as dirt bikes so i had to install mufflers,"all my guns nowself
identify as dirt bikes
so i had to install mufflers
期
","['Gun', 'Firearm', 'Airsoft', 'Trigger', 'Airsoft gun', 'Air gun', 'Recreation', 'Paintball equipment', 'Shooting', 'Shooting sport']",[],all my gun now self identify a dirt bike so i had to install muffler,1,5
3714,6047,06824.png,1,these aren't bears! these are just two fat gay fucks! pride,"these aren't bears!
these are just two
fat gay fucks! pride
","['Facial expression', 'Photo caption', 'Internet meme', 'Font', 'Smile', 'Friendship', 'Adaptation', 'Photography', 'Companion dog', 'Canidae']","['Person', 'Fedora', 'Packaged goods', 'Person', 'Person']",these are not bear these are just two fat gay fuck pride,1,1
3715,6051,34680.png,1,when she's says she only dates black guys,"when she's says
she only dates black guys
","['Primate', 'Photo caption', 'Snout', 'Human', 'Adaptation', 'Organism', 'Font', 'Photography', 'Common chimpanzee', 'Smile']","['Tie', 'Shirt']",when she is say she only date black guy,1,3
3716,6052,36781.png,0,in your country police are paid to protect poor liberals and rich liberals who want to disarm everybody,"in your country police are paid to
protect
poor liberals
and rich liberals who
want to disarm everybody
","['Facial expression', 'Photo caption', 'Nose', 'Text', 'Forehead', 'Internet meme', 'Human', 'Mouth', 'Font', 'Adaptation']",['Person'],in your country police are paid to protect poor liberal and rich liberal who want to disarm everybody,1,5
3717,6055,85107.png,0,best thing about wearing a hijab? you can hide your bad hair day,"best thing about wearing a hijab?
you can hide your bad hair day
","['Face', 'Skin', 'Facial expression', 'Nose', 'Head', 'Eyebrow', 'Cheek', 'Chin', 'Smile', 'Forehead']","['Scarf', 'Person', 'Person']",best thing about wearing a hijab you can hide your bad hair day,1,2
3718,6056,17603.png,1,the whiteman is the devil!,"the whiteman is
the devil!
","['Headgear', 'Photography', 'Costume', 'Photo caption', 'Costume accessory', 'Fictional character', 'Gesture']","['Hat', 'Person', 'Hat']",the white man is the devil,1,3
3719,6057,75801.png,0,stepped on a landmine didn't weigh enough,"stepped on a landmine
didnit weigh enough
","['Insect', 'Pest', 'Ant', 'Carpenter ant', 'Invertebrate', 'Organism', 'Membrane-winged insect', 'Macro photography', 'Arthropod', 'Termite']","['Ant', 'Insect']",stepped on a landmine did nit weigh enough,1,5
3720,6059,85970.png,0,all american piece of shit,"all american
piece of shit
","['Photo caption', 'Forehead', 'Internet meme', 'Text', 'Chin', 'Human', 'Font', 'Photography', 'Media']","['Glasses', 'Person']",all american piece of shit,0,5
3721,6062,86043.png,0,my ex looks so peaceful when he sleeps,"my ex looks so peaceful when he sleeps
","['Text', 'Learning', 'Sleep', 'Forehead', 'Nap', 'Job', 'Electronic device', 'Software engineering', 'Bored', 'Photo caption']","['Person', 'Mobile phone', 'Computer keyboard', 'Clothing', 'Laptop']",my ex look so peaceful when he sleep,0,5
3722,6063,17609.png,0,well look what time it is... time to piss off the liberals with a tweet!!!,"well look what
time it is.AKE
time to piss off the liberals
MP with a tweet!!!
TRU
","['Spokesperson', 'Speech', 'Public speaking', 'Job', 'Media', 'Photo caption', 'Event', 'Font', 'News', 'Orator']","['Microphone', 'Tie', 'Person', 'Person']",well look what time it is time to piss off the liberal with a tweet,1,4
3723,6064,80134.png,0,this piece of jewelry costs more than my yearly income,"this piece of jewelry
BR
ITH
THE DIAMON D STO RE
costs more than my yearly income
ASKETERL
HAT
","['Fashion accessory', 'Competition event', 'Ring', 'Badge', 'Jewellery', 'Championship', 'Emblem', 'Diamond', 'Logo', 'Engagement ring']",[],this piece of jewel ry brit h the diamond store cost more than my yearly income ask e ter l hat,1,5
3724,6065,69410.png,0,thank you! for everything! for what ?,"thank you!
for everything!
for what ?
","['Text', 'Photo caption', 'Human', 'Font', 'Smile', 'Happy', 'Photography', 'Child model', 'Long hair', 'Album cover']","['Person', 'Person', 'Clothing']",thank you for everything for what,1,5
3725,6066,41907.png,0,"what if gordon ramsay voiced a gps? ""great job, you missed the bloody exit you fu**ing disgrace""","what if gordon ramsay
voiced a gps?
""great job, you missed the
bloody exit you fu ing
disyrace""
","['Internet meme', 'Text', 'Photo caption', 'Forehead', 'Chin', 'Font', 'Photography', 'Media', 'T-shirt', 'Fictional character']","['Person', 'Clothing']",what if gordon ramsay voiced a gps great job you missed the bloody exit you fu in g dis y race,1,5
3726,6067,67342.png,1,jihadi magazine's miss december,"jihadi magazine's
miss december
","['Goats', 'Goat', 'Pasture', 'Cow-goat family', 'Grass', 'Bovine', 'Photo caption', 'Livestock', 'Adaptation', 'Terrestrial animal']",['Goat'],jihad i magazine s miss december,1,2
3727,6068,07984.png,1,"we are not a rich nation but we know better than to tolerate islam so if you have ever wanted to visit africa, keep amgola in mind","we are not a rich nation but we
know better than to tolerate islam
so i you have ever wanted to
visit africa, keep amgola in mind
","['Fashion', 'Yellow', 'Fashion design', 'Electric blue', 'Fun', 'Dress', 'Photo caption', 'Performance', 'Fashion show']","['Person', 'Person', 'Dress', 'Tiara']",we are not a rich nation but we know better than to tolerate islam so i you have ever wanted to visit africa keep am go la in mind,1,2
3728,6069,75680.png,1,vhen you are doing random stuff. and realise you left the oven on,"vhen you are doing
random stuff.
and.realise you
left the oven on
","['Font', 'Poster', 'Photo caption']","['Hat', 'Person', 'Clothing']",v hen you are doing random stuff and realise you left the oven on,1,3
3729,6070,06825.png,1,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""","""atfirst idiintwant towear a hijah.
""but my husband convinced me
otherwise.""
","['Photography', 'Fun', 'Cool', 'Outerwear', 'Romance', 'Happy', 'Gesture', 'Stock photography', 'Fashion accessory']","['Person', 'Person', 'Person', 'Person', 'Scarf', 'Person', 'Top', 'Necklace', 'Glasses']",at first id i int want to wear a hijah but my husband convinced me otherwise,1,2
3730,6072,85126.png,0,gillbet bink says your news sucks,"gillbet hink says
your news sucks
","['Text', 'Chin', 'Cheek', 'Photo caption', 'Forehead', 'Font', 'Jaw', 'Media', 'Photography', 'Facial hair']","['Person', 'Shirt']",gill be think say your news suck,0,5
3731,6074,03468.png,0,"my dishwasher is acting strange, can anybody help","my dishwasher is acting strange,
can anybody help
","['White', 'Room', 'Standing', 'Floor', 'Major appliance', 'Flooring', 'Leg', 'Home appliance', 'Jeans', 'Furniture']","['Jeans', 'Footwear', 'Shoe', 'Person', 'Top', 'Shoe', 'Footwear', 'Home appliance']",my dishwasher is acting strange can anybody help,1,1
3732,6076,45923.png,1,the only woman who knows where her husband is... is a widow the rest of u can sit down... and make me another cup of tea,"the only woman who knows
where her husband is. is a
widow
...
the rest of u can şit down.
and make me another cup of
tea
","['Photo caption', 'Font', 'Job', 'Suit', 'Event', 'Photography', 'Internet meme', 'Advertising', 'Businessperson', 'Alcohol']","['Person', 'Tie', 'Person', 'Person', 'Tie', 'Person', 'Outerwear', 'Tableware', 'Coat', 'Glasses']",the only woman who know where her husband is is a widow the rest of you can it down and make me another cup of tea,1,5
